Variable,hhid,personid,respondent,cohort,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1k,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn5a,qn5b,qn5c,qn6a,qn6b,qn7,qn8a,qn8b,qn9,qn10a,qn10b,qn11a,qn11aa,qn12,qn13,qn18a,qn18b,qn18c,qn18d01,qn18dmnth,qn18dyear,qn18e,qn19b,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn26b,qn26d,qn26e,qn26estate,qn26f,qn26h,qn27a,qn27b01,qn27bmnth,qn27byear,qn27c,qn28a,qn28b,qn29b,qn29c,qn29c_months,Weight_person,Weight_person_pop,Weight_person_R1,Weight_person_R2,Weight_person_R3,Weight_person_R4,Weight_person_R5,Weight_person_R6,Weight_person_R7,Weight_person_R8,Weight_person_R9,Weight_person_R10,Weight_person_R11,Weight_person_R12,Weight_person_R13,Weight_person_R14,Weight_person_R15,Weight_person_R16,Weight_person_R17,Weight_person_R18,Weight_person_R19,Weight_person_R20,Weight_person_R21,Weight_person_R22,Weight_person_R23,Weight_person_pop_R1,Weight_person_pop_R2,Weight_person_pop_R3,Weight_person_pop_R4,Weight_person_pop_R5,Weight_person_pop_R6,Weight_person_pop_R7,Weight_person_pop_R8,Weight_person_pop_R9,Weight_person_pop_R10,Weight_person_pop_R11,Weight_person_pop_R12,Weight_person_pop_R13,Weight_person_pop_R14,Weight_person_pop_R15,Weight_person_pop_R16,Weight_person_pop_R17,Weight_person_pop_R18,Weight_person_pop_R19,Weight_person_pop_R20,Weight_person_pop_R21,Weight_person_pop_R22,Weight_person_pop_R23,qn30a,qn30d,qn31a,qn31d,qn31e,qn31f,qn31f_months,qn32a,qn32d,qn32e,qn33a,qn33d,qn33e,qn33f,qn33f_months,qn34a,qn34d,qn34e,qn34f,qn34f_months,qn35a,qn38a,qn38b,qn38c,ui_soi_pubassist,ui_soi,Weight_household,Weight_household_pop,Weight_household_R1,Weight_household_R2,Weight_household_R3,Weight_household_R4,Weight_household_R5,Weight_household_R6,Weight_household_R7,Weight_household_R8,Weight_household_R9,Weight_household_R10,Weight_household_R11,Weight_household_R12,Weight_household_R13,Weight_household_R14,Weight_household_R15,Weight_household_R16,Weight_household_R17,Weight_household_R18,Weight_household_R19,Weight_household_R20,Weight_household_R21,Weight_household_R22,Weight_household_R23,Weight_household_pop_R1,Weight_household_pop_R2,Weight_household_pop_R3,Weight_household_pop_R4,Weight_household_pop_R5,Weight_household_pop_R6,Weight_household_pop_R7,Weight_household_pop_R8,Weight_household_pop_R9,Weight_household_pop_R10,Weight_household_pop_R11,Weight_household_pop_R12,Weight_household_pop_R13,Weight_household_pop_R14,Weight_household_pop_R15,Weight_household_pop_R16,Weight_household_pop_R17,Weight_household_pop_R18,Weight_household_pop_R19,Weight_household_pop_R20,Weight_household_pop_R21,Weight_household_pop_R22,Weight_household_pop_R23,ui_agect_arrival,qn17_01,qn17_02,qn17_03,qn17_04,qn17_05,qn17_06,qn17_07,qn17_08,qn17_97,qn26ha_01,qn26ha_02,qn26ha_03,qn26ha_04,qn26ha_05,qn26ha_06,qn26ha_07,qn26ha_08,qn26ha_97,qn29a_01,qn29a_02,qn29a_03,qn29a_04,qn29a_05,qn29a_06,qn29a_07,qn29a_08,qn29a_09,qn29a_10,qn29a_11,qn29a_12,qn29a_97,qn29d_01,qn29d_02,qn29d_03,qn29d_04,qn29d_97,qn30b_01,qn30b_02,qn30b_03,qn30b_04,qn30b_05,qn31b_01,qn31b_02,qn31b_03,qn31b_04,qn31b_05,qn32b_01,qn32b_02,qn32b_03,qn32b_04,qn32b_05,qn33b_01,qn33b_02,qn33b_03,qn33b_04,qn33b_05,qn34b_01,qn34b_02,qn34b_03,qn34b_04,qn34b_05,ui_qn8a_annual,ui_qn10a_annual,ui_cashassist,ui_lfp,ui_emprate,ui_medicaidrma,ui_lpr,ui_school,ui_work
,2801,28012,0,2,2,5,2,1,32.00,2,18,18,1,2016,4,2,0,1,1,,4,2,1,2,2,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,2,2,1,1,36,2,,,97,2,2,1,5,2017,,1,1,4,1,,1.00,77.75,0.86,0.99,1.03,1.00,1.01,0.95,0.99,,1.06,1.03,1.00,0.95,0.97,1.05,1.00,0.97,1.02,0.98,1.03,1.01,0.99,1.02,1.01,71.11,80.36,83.77,81.97,82.56,77.51,80.52,,87.38,84.28,80.97,77.27,78.24,85.83,81.21,78.81,82.75,79.72,83.85,82.59,78.47,80.79,79.08,2,12,1,,,2,,8,,,1,,,2,,2,12,2,1,,1,1,700.00,2,1,3,1.02,79.80,1.01,1.00,1.04,1.05,1.03,0.99,1.00,,1.05,0.96,1.05,1.02,1.02,1.01,1.00,1.01,1.02,1.01,1.02,0.99,1.01,1.05,1.04,84.46,82.14,85.76,86.76,85.35,81.79,83.01,,86.94,79.84,86.13,84.16,83.46,83.40,81.83,82.99,83.62,82.64,83.63,81.56,81.88,84.04,82.12,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,0,1,1,1,1,,,1,2,3,1,1,1,3
,2801,28013,0,2,3,5,4,,13.00,1,18,18,1,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,109.08,1.21,1.41,1.37,1.64,1.28,1.32,1.44,,1.34,1.54,1.38,1.47,1.45,1.18,1.10,1.23,1.43,1.54,1.78,1.47,1.42,1.44,1.42,99.78,113.93,111.80,134.45,105.08,107.81,117.38,,110.18,126.46,112.44,119.69,116.90,96.46,89.41,99.96,116.30,125.51,145.07,119.61,112.78,114.06,110.73,2,12,1,,,2,,8,,,1,,,2,,2,12,2,1,,1,1,700.00,2,1,3,1.02,79.80,1.01,1.00,1.04,1.05,1.03,0.99,1.00,,1.05,0.96,1.05,1.02,1.02,1.01,1.00,1.01,1.02,1.01,1.02,0.99,1.01,1.05,1.04,84.46,82.14,85.76,86.76,85.35,81.79,83.01,,86.94,79.84,86.13,84.16,83.46,83.40,81.83,82.99,83.62,82.64,83.63,81.56,81.88,84.04,82.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,0,1,1,1,1,,,1,,,,,,
,2801,28014,0,2,4,5,4,,12.00,1,18,18,1,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,86.34,0.89,1.12,1.19,1.11,1.01,1.20,1.17,,1.10,1.13,1.21,1.22,1.22,0.93,1.20,0.89,1.14,1.03,1.10,1.01,1.12,1.07,1.13,73.32,90.41,97.17,90.84,83.03,97.53,94.99,,90.54,92.97,98.65,99.55,98.30,76.33,97.65,72.31,92.83,83.39,89.76,82.12,89.10,84.60,87.95,2,12,1,,,2,,8,,,1,,,2,,2,12,2,1,,1,1,700.00,2,1,3,1.02,79.80,1.01,1.00,1.04,1.05,1.03,0.99,1.00,,1.05,0.96,1.05,1.02,1.02,1.01,1.00,1.01,1.02,1.01,1.02,0.99,1.01,1.05,1.04,84.46,82.14,85.76,86.76,85.35,81.79,83.01,,86.94,79.84,86.13,84.16,83.46,83.40,81.83,82.99,83.62,82.64,83.63,81.56,81.88,84.04,82.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,0,1,1,1,1,,,1,,,,,,
,2803,28031,1,2,1,5,1,4,26.00,1,6,6,34,2016,3,,11,97,1,,3,2,1,1,,2,1,,45,,10.00,,,,,,,,,,46,45,32000.00,1,2,2017,1,97,1,1,,1,,,,6,2,,,12,7,2,9,,2019,,1,1,4,1,,1.12,86.89,1.34,1.03,1.01,1.05,1.19,1.04,1.11,,1.22,1.07,1.17,1.09,1.14,1.14,0.96,1.07,1.28,1.09,1.09,1.12,1.10,1.10,1.12,110.48,83.18,82.31,85.79,97.18,84.86,89.96,,100.81,88.19,95.06,89.35,92.15,92.84,78.36,87.36,103.78,88.71,88.60,91.03,87.16,86.78,87.18,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1400.00,1,2,1,1.80,141.13,1.94,1.76,1.80,1.77,1.82,1.72,1.78,,1.79,1.84,1.81,1.80,1.80,1.83,1.72,1.76,1.83,1.77,1.75,1.73,1.82,1.88,1.82,161.89,145.39,148.83,146.28,151.25,141.44,147.49,,148.52,151.99,148.18,149.33,147.12,151.38,141.49,145.02,150.63,145.88,143.66,142.89,147.19,150.28,143.58,2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,0,1
,2803,28034,0,2,4,5,6,4,23.00,1,6,6,34,2016,3,2,14,97,6,97,2,2,1,6,,2,1,,35,,11.00,,,,,,,,,,44,35,22000.00,9,,2017,2,7,1,1,,2,2,2,1,6,2,,,97,7,2,9,,2019,,1,1,3,1,,2.07,160.59,2.43,1.84,1.97,1.90,2.25,1.89,1.99,,2.36,1.93,2.22,2.05,1.50,2.10,1.76,1.99,2.33,2.08,2.07,2.01,2.02,2.04,2.06,200.26,149.44,160.90,155.93,184.17,153.79,162.04,,194.35,158.46,180.69,167.45,121.30,171.43,142.87,162.15,189.50,169.17,168.95,163.81,160.47,161.52,160.63,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1400.00,1,2,1,1.80,141.13,1.94,1.76,1.80,1.77,1.82,1.72,1.78,,1.79,1.84,1.81,1.80,1.80,1.83,1.72,1.76,1.83,1.77,1.75,1.73,1.82,1.88,1.82,161.89,145.39,148.83,146.28,151.25,141.44,147.49,,148.52,151.99,148.18,149.33,147.12,151.38,141.49,145.02,150.63,145.88,143.66,142.89,147.19,150.28,143.58,2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1
,2803,28033,0,2,3,5,5,1,57.00,2,6,6,34,2016,3,2,0,1,1,,4,3,1,1,,2,1,,20,,9.00,,,,,,,,,,98,20,15000.00,9,,2017,2,5,1,1,,1,,,,6,2,,,97,7,2,9,,2019,,2,1,3,1,,3.21,249.32,3.29,3.30,3.25,3.35,3.33,3.23,3.29,,3.30,3.20,3.37,3.25,3.22,3.21,3.29,3.28,3.22,3.23,3.18,3.24,3.22,3.25,3.22,271.33,267.59,264.76,274.25,273.01,263.34,266.98,,271.51,262.67,273.95,264.94,260.40,262.66,267.17,266.80,261.22,262.24,259.17,264.65,255.77,257.11,251.60,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1400.00,1,2,1,1.80,141.13,1.94,1.76,1.80,1.77,1.82,1.72,1.78,,1.79,1.84,1.81,1.80,1.80,1.83,1.72,1.76,1.83,1.77,1.75,1.73,1.82,1.88,1.82,161.89,145.39,148.83,146.28,151.25,141.44,147.49,,148.52,151.99,148.18,149.33,147.12,151.38,141.49,145.02,150.63,145.88,143.66,142.89,147.19,150.28,143.58,4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,0,1
,2803,28035,0,2,5,5,6,4,22.00,2,6,6,34,2016,3,2,12,97,6,97,2,2,1,6,,2,1,,35,,12.00,,,,,,,,,,22,35,12000.00,1,6,2019,2,3,1,1,,2,2,2,1,6,2,,,97,7,2,9,,2019,,1,1,3,1,,1.77,137.49,2.07,1.57,1.71,1.61,2.12,1.66,1.67,,2.04,1.66,1.91,1.71,1.34,1.76,1.56,1.72,2.04,1.75,1.72,1.67,1.72,1.74,1.77,170.91,126.94,139.51,131.80,173.21,135.18,136.03,,168.11,136.47,155.07,139.23,108.23,143.60,126.58,140.08,165.50,142.04,140.21,136.33,136.99,137.83,138.66,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1400.00,1,2,1,1.80,141.13,1.94,1.76,1.80,1.77,1.82,1.72,1.78,,1.79,1.84,1.81,1.80,1.80,1.83,1.72,1.76,1.83,1.77,1.75,1.73,1.82,1.88,1.82,161.89,145.39,148.83,146.28,151.25,141.44,147.49,,148.52,151.99,148.18,149.33,147.12,151.38,141.49,145.02,150.63,145.88,143.66,142.89,147.19,150.28,143.58,2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1
,2803,28032,0,2,2,5,5,1,62.00,1,6,6,34,2016,3,2,9,97,8,97,4,3,1,1,,2,1,,35,,9.00,,,,,,,,,,98,35,18000.00,9,,2017,2,5,1,1,,1,,,,6,2,,,97,7,2,9,,2018,,1,1,3,4,,1.35,105.19,1.59,1.24,1.29,1.32,1.44,1.31,1.36,,1.53,1.27,1.48,1.31,1.00,1.34,1.18,1.28,1.56,1.36,1.30,1.24,1.34,1.35,1.34,131.26,100.42,105.08,107.78,117.59,106.57,110.49,,126.24,104.24,120.36,106.61,80.59,109.55,96.03,104.21,126.99,110.60,106.09,101.17,106.10,106.92,105.04,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1400.00,1,2,1,1.80,141.13,1.94,1.76,1.80,1.77,1.82,1.72,1.78,,1.79,1.84,1.81,1.80,1.80,1.83,1.72,1.76,1.83,1.77,1.75,1.73,1.82,1.88,1.82,161.89,145.39,148.83,146.28,151.25,141.44,147.49,,148.52,151.99,148.18,149.33,147.12,151.38,141.49,145.02,150.63,145.88,143.66,142.89,147.19,150.28,143.58,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,0,1
,2805,28052,0,1,2,4,10,1,72.00,1,2,96,97,2014,2,2,98,1,1,,4,4,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,12,2,,,3,1,2,8,,,2,9,9,3,1,,1.44,111.99,1.34,1.40,1.45,1.50,1.58,1.46,1.44,,1.44,1.39,1.39,1.29,1.30,1.46,1.62,1.42,1.44,1.38,1.59,1.40,1.45,1.50,1.43,110.92,113.78,118.38,122.86,129.65,118.96,117.40,,118.21,113.75,113.22,105.23,104.82,119.63,131.45,115.43,117.05,111.88,129.12,114.04,115.00,118.70,111.59,2,12,1,,,2,,1,,,2,12,2,1,,1,,,2,,1,2,2000.00,1,1,5,1.68,131.88,1.55,1.64,1.69,1.69,1.78,1.67,1.70,,1.74,1.61,1.66,1.46,1.71,1.67,1.83,1.71,1.72,1.69,1.69,1.67,1.68,1.76,1.68,129.47,135.53,139.17,139.88,147.42,137.60,140.54,,144.49,133.35,135.83,120.73,140.02,138.36,150.78,141.05,141.36,138.89,139.22,138.08,135.79,140.59,132.82,5,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,0,1,1,0,0,,,,,,,,1,2,3,1,1,0,3
,2805,28054,0,1,4,4,2,1,37.00,1,2,96,97,2014,2,2,12,6,2,97,2,1,2,1,,2,1,,40,,13.00,,,,,,,,,,52,40,999998.00,1,3,2014,2,12,98,1,,1,,,,12,2,,,3,2,2,8,,,2,1,1,4,4,,1.65,127.87,1.58,1.60,1.59,1.62,1.75,1.67,1.68,,1.59,1.59,1.62,1.52,1.47,1.64,1.71,1.69,1.63,1.61,1.79,1.59,1.71,1.70,1.65,130.51,129.83,129.59,133.04,143.24,136.30,136.73,,130.48,130.51,131.78,124.05,119.05,134.38,139.00,137.33,132.44,130.88,145.99,130.01,136.25,134.33,128.89,2,12,1,,,2,,1,,,2,12,2,1,,1,,,2,,1,2,2000.00,1,1,5,1.68,131.88,1.55,1.64,1.69,1.69,1.78,1.67,1.70,,1.74,1.61,1.66,1.46,1.71,1.67,1.83,1.71,1.72,1.69,1.69,1.67,1.68,1.76,1.68,129.47,135.53,139.17,139.88,147.42,137.60,140.54,,144.49,133.35,135.83,120.73,140.02,138.36,150.78,141.05,141.36,138.89,139.22,138.08,135.79,140.59,132.82,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,1,0,0,,,,,,,,,,,0,1,1,0,0,,,,,,,,1,1,1,2,1,0,1
,2805,28053,0,1,3,4,10,1,67.00,2,2,96,97,2014,2,2,0,1,1,,4,4,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,12,2,,,3,1,2,8,,,2,9,9,3,1,,2.32,180.26,2.29,2.16,2.41,2.46,2.60,2.33,2.31,,2.21,2.17,2.22,2.12,2.10,2.27,2.49,2.27,2.34,2.18,2.70,2.29,2.34,2.40,2.30,189.01,174.71,196.65,201.04,212.55,189.84,187.83,,182.09,178.31,180.43,173.07,169.76,185.13,202.48,184.60,190.38,177.51,219.81,186.96,185.83,189.27,179.94,2,12,1,,,2,,1,,,2,12,2,1,,1,,,2,,1,2,2000.00,1,1,5,1.68,131.88,1.55,1.64,1.69,1.69,1.78,1.67,1.70,,1.74,1.61,1.66,1.46,1.71,1.67,1.83,1.71,1.72,1.69,1.69,1.67,1.68,1.76,1.68,129.47,135.53,139.17,139.88,147.42,137.60,140.54,,144.49,133.35,135.83,120.73,140.02,138.36,150.78,141.05,141.36,138.89,139.22,138.08,135.79,140.59,132.82,5,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,0,1,1,0,0,,,,,,,,1,2,3,1,1,0,3
,2805,28051,1,1,1,4,1,1,32.00,2,2,96,97,2014,2,,10,5,1,,3,3,2,1,,2,1,,6,,8.00,,,,,,,,,,52,40,999998.00,1,5,2014,2,12,98,1,,1,,,,12,2,,,3,2,2,8,,,2,1,1,4,4,,1.43,111.13,1.37,1.39,1.39,1.44,1.48,1.46,1.46,,1.39,1.37,1.42,1.32,1.23,1.47,1.46,1.45,1.43,1.39,1.60,1.36,1.48,1.47,1.44,113.17,112.44,112.84,117.89,121.18,119.03,118.39,,114.27,112.28,115.63,107.73,99.22,120.11,118.60,117.77,116.41,112.77,130.40,110.75,117.64,116.36,112.44,2,12,1,,,2,,1,,,2,12,2,1,,1,,,2,,1,2,2000.00,1,1,5,1.68,131.88,1.55,1.64,1.69,1.69,1.78,1.67,1.70,,1.74,1.61,1.66,1.46,1.71,1.67,1.83,1.71,1.72,1.69,1.69,1.67,1.68,1.76,1.68,129.47,135.53,139.17,139.88,147.42,137.60,140.54,,144.49,133.35,135.83,120.73,140.02,138.36,150.78,141.05,141.36,138.89,139.22,138.08,135.79,140.59,132.82,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,0,1,1,0,0,,,,,,,,,,,0,1,1,0,0,,,,,,,,1,1,1,2,1,0,1
,2807,28073,0,2,3,5,4,4,15.00,1,1,1,97,2016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,83.93,1.29,1.12,0.95,0.76,0.98,1.03,1.14,,1.07,1.36,1.06,1.06,1.04,1.19,1.02,1.01,1.07,1.20,1.12,1.02,1.09,1.08,1.10,106.12,91.05,77.58,62.47,80.39,83.98,92.51,,88.01,111.57,86.34,86.20,84.37,97.11,83.21,81.79,87.24,97.26,90.97,82.84,86.56,85.60,85.79,2,12,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,640.00,2,1,3,0.95,74.49,0.95,0.98,0.92,0.99,1.03,0.92,0.96,,0.95,0.99,0.90,0.93,0.89,0.95,0.96,0.97,0.91,0.98,0.96,0.95,0.92,0.93,0.94,79.58,80.53,76.12,81.91,85.70,76.07,79.67,,78.95,82.37,73.62,76.77,72.69,78.98,78.95,79.68,75.03,80.26,79.26,78.64,74.00,74.64,74.50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,2807,28075,0,2,5,5,4,,8.00,1,97,1,97,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,121.34,1.03,1.69,1.38,1.77,2.14,1.52,1.60,,1.57,1.13,1.35,1.40,1.53,1.74,1.44,1.95,1.74,1.83,1.22,1.50,1.57,1.53,1.58,84.77,137.04,112.18,145.04,174.83,123.41,130.25,,129.17,92.82,109.58,114.28,123.61,142.00,116.87,158.69,141.56,148.37,99.76,122.11,124.86,120.61,123.48,2,12,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,640.00,2,1,3,0.95,74.49,0.95,0.98,0.92,0.99,1.03,0.92,0.96,,0.95,0.99,0.90,0.93,0.89,0.95,0.96,0.97,0.91,0.98,0.96,0.95,0.92,0.93,0.94,79.58,80.53,76.12,81.91,85.70,76.07,79.67,,78.95,82.37,73.62,76.77,72.69,78.98,78.95,79.68,75.03,80.26,79.26,78.64,74.00,74.64,74.50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,2807,28071,1,2,1,5,1,1,31.00,1,1,1,97,2016,2,,12,5,5,97,2,1,2,1,,2,1,,42,,10.00,,,,,,,,,,40,40,17000.00,1,2,2017,2,11,1,2,16,1,,,,38,2,,,12,2,1,,,,2,1,1,2,1,,1.10,85.80,1.08,1.19,1.11,1.08,1.18,1.08,1.11,,1.09,1.14,1.02,1.11,1.05,1.08,1.15,1.15,1.08,1.11,1.06,1.10,1.09,1.11,1.09,88.85,96.29,90.62,88.22,96.95,87.85,90.25,,89.62,93.63,82.88,90.29,85.10,88.07,93.14,93.74,88.01,89.94,86.51,89.81,86.43,87.83,85.03,2,12,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,640.00,2,1,3,0.95,74.49,0.95,0.98,0.92,0.99,1.03,0.92,0.96,,0.95,0.99,0.90,0.93,0.89,0.95,0.96,0.97,0.91,0.98,0.96,0.95,0.92,0.93,0.94,79.58,80.53,76.12,81.91,85.70,76.07,79.67,,78.95,82.37,73.62,76.77,72.69,78.98,78.95,79.68,75.03,80.26,79.26,78.64,74.00,74.64,74.50,3,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,0,1
,2807,28072,0,2,2,5,2,1,34.00,2,1,1,97,2016,3,2,12,5,4,97,4,2,1,2,1,1,,,,,,,,,,,2,90,3,1,0,35,0.00,1,3,2017,1,97,1,1,,1,,,,16,2,,,3,2,1,,,,2,2,2,2,2,2,1.66,128.81,1.51,1.84,1.63,1.61,1.63,1.57,1.69,,1.65,1.71,1.57,1.59,1.43,1.66,1.59,1.74,1.72,1.69,1.85,1.59,1.65,1.67,1.66,124.62,149.19,132.71,131.61,133.85,128.19,137.05,,135.83,140.34,127.84,129.61,115.79,136.00,128.89,141.89,139.43,137.65,150.87,129.33,131.31,131.72,129.71,2,12,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,640.00,2,1,3,0.95,74.49,0.95,0.98,0.92,0.99,1.03,0.92,0.96,,0.95,0.99,0.90,0.93,0.89,0.95,0.96,0.97,0.91,0.98,0.96,0.95,0.92,0.93,0.94,79.58,80.53,76.12,81.91,85.70,76.07,79.67,,78.95,82.37,73.62,76.77,72.69,78.98,78.95,79.68,75.03,80.26,79.26,78.64,74.00,74.64,74.50,3,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,2,0,2
,2807,28074,0,2,4,5,4,,14.00,2,1,1,97,2016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,80.54,1.20,1.02,0.92,0.67,0.96,0.97,1.12,,1.02,1.27,1.01,1.05,1.01,1.17,1.01,1.02,1.01,1.15,1.05,0.98,1.05,1.06,1.06,98.67,82.45,75.24,54.96,78.88,79.25,90.69,,83.95,104.03,82.44,85.82,81.42,95.76,82.06,82.83,82.28,93.27,85.69,80.06,83.55,83.62,83.20,2,12,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,640.00,2,1,3,0.95,74.49,0.95,0.98,0.92,0.99,1.03,0.92,0.96,,0.95,0.99,0.90,0.93,0.89,0.95,0.96,0.97,0.91,0.98,0.96,0.95,0.92,0.93,0.94,79.58,80.53,76.12,81.91,85.70,76.07,79.67,,78.95,82.37,73.62,76.77,72.69,78.98,78.95,79.68,75.03,80.26,79.26,78.64,74.00,74.64,74.50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,2810,28104,0,3,4,5,2,1,31.00,2,2,96,24,2017,1,2,5,1,8,97,4,3,1,1,,2,1,,16,,14.00,,,,,,,,,,52,14,999998.00,1,5,2018,2,6,1,1,,1,,,,25,2,,,2,2,2,1,10,2018,,1,1,3,4,,0.09,7.08,0.10,0.09,0.09,0.09,0.09,0.09,0.09,,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,7.92,7.23,7.37,7.53,7.03,7.45,7.34,,7.22,7.48,7.41,7.15,7.95,7.23,7.34,7.40,7.45,7.57,7.08,7.56,7.17,7.05,7.10,2,12,1,,,2,,1,,,2,12,2,1,,1,,,2,,1,1,1900.00,2,1,3,0.13,10.51,0.13,0.13,0.13,0.14,0.14,0.13,0.13,,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,11.03,10.86,11.10,11.33,11.50,11.06,10.87,,10.90,10.87,11.65,10.88,11.12,10.69,10.38,11.36,11.23,11.00,11.06,10.86,10.80,10.98,10.48,3,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,0,1,0,0,0,,,,,,,,1,1,1,2,1,0,1
